acceleration:x,y,z,Orientation:yaw,pitch,roll,PredGravityX,PredGravityY,PredGravityZ
0.256424, -0.195511, 9.79678, 2.81707, -0.0216428, 0.0367497, 0.212083, -0.359981, 9.79109
0.218338, -0.357376, 9.63254, 2.81707, -0.0216428, 0.0367497, 0.212083, -0.359981, 9.79109
0.284988, -0.152664, 9.82059, 2.81696, -0.0218273, 0.0359857, 0.213891, -0.3525, 9.79132
0.284988, -0.152664, 9.82059, 2.81696, -0.0218273, 0.0359857, 0.213891, -0.3525, 9.79132
0.29213, -0.185989, 9.40878, 2.81556, -0.0223148, 0.0358096, 0.218666, -0.350772, 9.79128
0.306412, 0.0330048, 9.76108, 2.81521, -0.0227682, 0.035561, 0.223109, -0.348334, 9.79127
0.306412, 0.0330048, 9.76108, 2.81521, -0.0227682, 0.035561, 0.223109, -0.348334, 9.79127
0.263565, -0.307388, 9.46829, 2.81418, -0.0232389, 0.0342042, 0.227721, -0.335046, 9.79162
0.268326, -0.0217438, 9.75394, 2.81418, -0.0232389, 0.0342042, 0.227721, -0.335046, 9.79162
0.268326, -0.0217438, 9.75394, 2.81525, -0.023387, 0.0343648, 0.229172, -0.336616, 9.79154
0.23024, -0.278824, 9.60159, 2.81541, -0.0232551, 0.0337116, 0.227879, -0.330221, 9.79178
0.323074, -0.143143, 9.71347, 2.81541, -0.0232551, 0.0337116, 0.227879, -0.330221, 9.79178
0.251663, -0.331192, 9.76584, 2.81774, -0.0232475, 0.0326983, 0.227805, -0.3203, 9.79212
0.251663, -0.331192, 9.76584, 2.81774, -0.0232475, 0.0326983, 0.227805, -0.3203, 9.79212
0.187393, -0.543045, 9.70871, 2.81926, -0.0233591, 0.0330098, 0.228898, -0.323349, 9.79199
0.187393, -0.543045, 9.70871, 2.81926, -0.0233591, 0.0330098, 0.228898, -0.323349, 9.79199
0.313553, -0.195511, 9.51828, 2.81926, -0.0233591, 0.0330098, 0.228898, -0.323349, 9.79199
0.332596, -0.18837, 9.504, 2.81962, -0.0239455, 0.0331947, 0.234644, -0.325155, 9.79179
0.258804, -0.159805, 9.77536, 2.81962, -0.0239455, 0.0331947, 0.234644, -0.325155, 9.79179
0.258804, -0.257401, 9.52542, 2.81882, -0.0242941, 0.0324022, 0.238059, -0.317393, 9.79197
0.258804, -0.257401, 9.52542, 2.81813, -0.0244019, 0.0316136, 0.239115, -0.30967, 9.79219
0.270706, -0.164566, 9.64444, 2.81793, -0.0244885, 0.0312811, 0.239963, -0.306413, 9.79227
0.270706, -0.164566, 9.64444, 2.81793, -0.0244885, 0.0312811, 0.239963, -0.306413, 9.79227
0.277847, -0.143143, 9.36356, 2.81793, -0.0244885, 0.0312811, 0.239963, -0.306413, 9.79227
0.170731, -0.207413, 10.1705, 2.81602, -0.022474, 0.0320093, 0.220227, -0.313558, 9.79251
0.282608, -0.185989, 9.32547, 2.8153, -0.0220375, 0.0316303, 0.21595, -0.30985, 9.79272
0.206436, -0.25502, 9.64206, 2.81476, -0.0222561, 0.031028, 0.218091, -0.30395, 9.79286
0.254044, -0.219315, 9.40878, 2.81443, -0.0215906, 0.030403, 0.211571, -0.297834, 9.79319
0.254044, -0.219315, 9.40878, 2.81443, -0.0215906, 0.030403, 0.211571, -0.297834, 9.79319
0.208817, -0.238358, 9.65158, 2.81443, -0.0215906, 0.030403, 0.211571, -0.297834, 9.79319
0.208817, -0.109818, 9.6373, 2.81283, -0.0187767, 0.028964, 0.184, -0.283757, 9.79416
-0.138718, -0.681107, 10.599, 2.81283, -0.0187767, 0.028964, 0.184, -0.283757, 9.79416
-0.138718, -0.681107, 10.599, 2.8116, -0.016644, 0.0293214, 0.163103, -0.287268, 9.79443
0.187393, -0.055069, 9.3945, 2.81073, -0.0117592, 0.0317044, 0.115238, -0.310629, 9.7944
0.36116, 0.354355, 8.88272, 2.8057, -0.00408853, 0.0313878, 0.0400696, -0.307547, 9.79509
0.36116, 0.354355, 8.88272, 2.8057, -0.00408853, 0.0313878, 0.0400696, -0.307547, 9.79509
-0.191086, -0.404984, 9.02554, 2.80192, 0.00829136, 0.0305489, -0.0812523, -0.299321, 9.79509
-0.357712, -0.181229, 9.18265, 2.80192, 0.00829136, 0.0305489, -0.0812523, -0.299321, 9.79509
-0.357712, -0.181229, 9.18265, 2.80224, 0.0274211, 0.0324065, -0.268691, -0.317408, 9.79117
-0.583847, -0.257401, 9.20407, 2.80109, 0.0506633, 0.0334027, -0.496288, -0.326866, 9.78197
-0.893295, -0.347855, 9.81821, 2.80109, 0.0506633, 0.0334027, -0.496288, -0.326866, 9.78197
-1.16228, -0.302628, 10.4442, 2.79992, 0.0993328, 0.0361855, -0.971862, -0.352793, 9.74531
-1.16228, -0.302628, 10.4442, 2.79895, 0.118893, 0.0375519, -1.16241, -0.365327, 9.72396
-1.2932, -0.374039, 10.0182, 2.79895, 0.118893, 0.0375519, -1.16241, -0.365327, 9.72396
-1.3289, -0.314529, 9.63968, 2.79799, 0.132973, 0.0386546, -1.2993, -0.375379, 9.70623
-1.48363, -0.385941, 9.75632, 2.79799, 0.132973, 0.0386546, -1.2993, -0.375379, 9.70623
-1.48363, -0.385941, 9.75632, 2.79679, 0.145307, 0.0395352, -1.419, -0.383262, 9.68915
-1.56218, -0.374039, 9.73013, 2.79562, 0.156428, 0.0408956, -1.52675, -0.395771, 9.67225
-1.61455, -0.259781, 9.30405, 2.79445, 0.165805, 0.0423193, -1.61746, -0.408921, 9.65695
-1.61455, -0.259781, 9.30405, 2.79354, 0.17576, 0.043577, -1.7136, -0.420341, 9.63986
-1.71928, -0.307388, 9.22787, 2.79354, 0.17576, 0.043577, -1.7136, -0.420341, 9.63986
-2.04778, -0.462112, 9.90152, 2.79293, 0.187616, 0.0454253, -1.82787, -0.437207, 9.6181
-2.04778, -0.462112, 9.90152, 2.79252, 0.200082, 0.0476101, -1.94775, -0.457097, 9.59361
-2.07634, -0.369278, 10.0753, 2.79207, 0.210427, 0.0494938, -2.047, -0.474146, 9.57209
-2.02159, -0.340714, 8.94461, 2.7921, 0.215935, 0.0505688, -2.09975, -0.48386, 9.56017
-2.06444, -0.485916, 7.91629, 2.7921, 0.215935, 0.0505688, -2.09975, -0.48386, 9.56017
-2.06444, -0.485916, 7.91629, 2.7926, 0.221308, 0.0512936, -2.15116, -0.490204, 9.54841
-2.3239, -0.609695, 8.10672, 2.79272, 0.235171, 0.0530476, -2.2835, -0.505322, 9.51684
-2.49529, -0.333572, 8.92319, 2.7916, 0.259124, 0.0555884, -2.5111, -0.526305, 9.45819
-2.93803, -0.543045, 8.83749, 2.7916, 0.259124, 0.0555884, -2.5111, -0.526305, 9.45819
-2.93803, -0.543045, 8.83749, 2.79006, 0.286965, 0.0575922, -2.77382, -0.541024, 9.38367
-3.36412, -0.890579, 8.99222, 2.78846, 0.318843, 0.059708, -3.07198, -0.555317, 9.28948
-3.24034, -0.971512, 10.1277, 2.78497, 0.351683, 0.0631368, -3.37589, -0.580481, 9.18185
-4.15916, -0.38356, 9.20883, 2.78497, 0.351683, 0.0631368, -3.37589, -0.580481, 9.18185
-4.02348, -0.64064, 9.04697, 2.77988, 0.377483, 0.0675385, -3.6121, -0.61481, 9.08927
-4.02348, -0.64064, 9.04697, 2.77448, 0.399934, 0.0717188, -3.8157, -0.646826, 9.00345
-3.88542, -0.159805, 8.43283, 2.76965, 0.421414, 0.0760591, -4.0087, -0.679512, 8.91676
-3.88542, -0.159805, 8.43283, 2.76965, 0.421414, 0.0760591, -4.0087, -0.679512, 8.91676
-4.45433, -0.497818, 9.35165, 2.76611, 0.44359, 0.0794145, -4.20601, -0.7022, 8.82363
-4.45433, -0.497818, 9.35165, 2.76496, 0.467508, 0.0812583, -4.41649, -0.710099, 8.71954
-4.68523, -0.790604, 8.87796, 2.76576, 0.487161, 0.0813424, -4.58757, -0.703641, 8.63129
-4.68523, -0.842972, 7.66159, 2.76703, 0.500523, 0.082547, -4.70287, -0.70892, 8.56857
-4.84947, -0.778702, 7.60208, 2.76703, 0.500523, 0.082547, -4.70287, -0.70892, 8.56857
-4.99706, -0.612076, 7.82346, 2.76674, 0.515106, 0.0853124, -4.82774, -0.726693, 8.49734
-4.99706, -0.612076, 7.82346, 2.76499, 0.53392, 0.0880338, -4.98734, -0.741695, 8.40335
-5.18034, -0.588272, 8.08768, 2.76499, 0.53392, 0.0880338, -4.98734, -0.741695, 8.40335
-5.32793, -0.578751, 7.92343, 2.76115, 0.57511, 0.093652, -5.33049, -0.769018, 8.18746
-5.52074, -0.912003, 7.36642, 2.76115, 0.57511, 0.093652, -5.33049, -0.769018, 8.18746
-5.52074, -0.912003, 7.36642, 2.76042, 0.595912, 0.0968305, -5.50038, -0.784151, 8.07285
-5.60881, -0.726334, 7.03793, 2.75874, 0.618082, 0.100911, -5.67884, -0.804603, 7.94628
-5.92302, -0.983414, 7.03079, 2.75443, 0.644803, 0.10554, -5.8902, -0.825088, 7.78876
-6.13725, -1.37617, 7.12363, 2.75443, 0.644803, 0.10554, -5.8902, -0.825088, 7.78876
-6.13725, -1.37617, 7.12363, 2.74797, 0.674757, 0.111095, -6.12214, -0.848393, 7.60524
-6.49907, -1.33333, 7.22122, 2.73747, 0.7051, 0.120367, -6.35148, -0.896149, 7.40916
-6.5919, -0.816788, 6.74515, 2.73747, 0.7051, 0.120367, -6.35148, -0.896149, 7.40916
-6.5919, -0.816788, 6.74515, 2.7227, 0.735883, 0.134017, -6.57817, -0.970611, 7.199
-6.58, -1.56898, 7.84964, 2.7079, 0.764535, 0.148348, -6.78357, -1.04538, 6.99503
-6.34911, -0.869156, 5.83585, 2.69589, 0.791654, 0.160799, -6.97286, -1.10252, 6.79733
-6.34911, -0.869156, 5.83585, 2.69589, 0.791654, 0.160799, -6.97286, -1.10252, 6.79733
-7.51549, -0.540665, 7.38071, 2.68753, 0.821236, 0.169379, -7.17349, -1.12553, 6.58135
-7.51549, -0.540665, 7.38071, 2.68753, 0.821236, 0.169379, -7.17349, -1.12553, 6.58135
-7.93443, -1.8213, 6.59518, 2.68323, 0.846625, 0.174604, -7.34068, -1.12789, 6.39393
-7.60832, -0.459732, 6.4357, 2.6769, 0.866698, 0.182871, -7.46952, -1.15368, 6.23821
-7.78447, -1.45235, 5.99057, 2.6769, 0.866698, 0.182871, -7.46952, -1.15368, 6.23821
-7.78447, -1.45235, 5.99057, 2.66482, 0.884017, 0.19473, -7.57826, -1.20236, 6.09625
-7.44884, -0.688248, 5.2955, 2.64795, 0.897301, 0.211704, -7.66013, -1.28439, 5.97601
-7.41789, -0.928665, 5.55258, 2.62929, 0.909598, 0.229125, -7.73472, -1.3668, 5.86055
-7.6964, -0.521622, 5.56924, 2.62929, 0.909598, 0.229125, -7.73472, -1.3668, 5.86055
-7.83684, -1.48091, 5.41214, 2.61661, 0.921761, 0.240831, -7.80734, -1.41276, 5.75236
-7.83684, -1.48091, 5.41214, 2.60881, 0.934157, 0.248051, -7.88016, -1.43039, 5.64774
-7.70116, -1.08815, 4.94797, 2.60291, 0.945449, 0.254732, -7.94545, -1.44557, 5.55159
-8.03917, -1.80702, 4.98605, 2.59744, 0.958497, 0.260078, -8.01962, -1.44844, 5.44313
-8.03917, -1.80702, 4.98605, 2.59744, 0.958497, 0.260078, -8.01962, -1.44844, 5.44313
-7.92729, -1.1548, 5.34549, 2.59143, 0.971489, 0.266555, -8.09212, -1.4561, 5.33267
-8.00346, -1.50233, 4.8837, 2.59143, 0.971489, 0.266555, -8.09212, -1.4561, 5.33267
-8.02965, -1.2762, 4.64328, 2.5858, 0.982283, 0.273354, -8.15131, -1.46866, 5.23824
-8.02965, -1.2762, 4.64328, 2.5858, 0.982283, 0.273354, -8.15131, -1.46866, 5.23824
-7.96538, -1.02388, 3.3555, 2.57992, 0.993589, 0.28037, -8.2123, -1.47977, 5.13891
-7.96538, -1.02388, 3.3555, 2.5714, 1.00898, 0.288764, -8.29366, -1.48667, 5.0045
-7.03941, -1.47853, 4.42191, 2.56297, 1.02588, 0.296608, -8.38065, -1.48472, 4.85802
-10.2077, -2.46877, 5.33359, 2.54909, 1.04352, 0.311222, -8.46897, -1.51003, 4.69428
-10.2077, -2.46877, 5.33359, 2.54909, 1.04352, 0.311222, -8.46897, -1.51003, 4.69428
-8.35338, -1.83559, 3.72446, 2.5254, 1.05361, 0.335346, -8.51828, -1.59463, 4.57559
-8.20818, -2.0522, 4.03867, 2.5254, 1.05361, 0.335346, -8.51828, -1.59463, 4.57559
-8.20818, -2.0522, 4.03867, 2.48907, 1.06113, 0.369193, -8.55448, -1.72539, 4.45913
-7.71306, -2.19026, 3.68875, 2.48907, 1.06113, 0.369193, -8.55448, -1.72539, 4.45913
-8.21294, -2.6949, 3.58163, 2.43774, 1.06808, 0.416506, -8.5875, -1.91026, 4.31807
-8.21294, -2.6949, 3.58163, 2.38244, 1.07171, 0.467914, -8.60462, -2.11552, 4.1863
-7.79399, 0.64238, 7.77585, 2.31736, 1.06836, 0.515995, -8.58883, -2.32852, 4.10488
-7.79399, 0.64238, 7.77585, 2.31736, 1.06836, 0.515995, -8.58883, -2.32852, 4.10488
-7.04179, -2.74013, 1.15604, 2.29912, 1.06139, 0.524383, -8.55572, -2.39279, 4.13694
-8.42241, -1.83083, 4.49094, 2.29912, 1.06139, 0.524383, -8.55572, -2.39279, 4.13694
-8.3867, -2.20454, 3.20792, 2.30179, 1.06154, 0.527769, -8.55648, -2.4061, 4.12764
-8.31291, -1.15718, 3.06985, 2.32588, 1.0684, 0.509699, -8.58903, -2.30245, 4.11914
