acceleration:x,y,z,Orientation:yaw,pitch,roll
-0.12886, 0.384964, 9.70157, -0.516633, -0.0345264, 0.0151403
-0.119339, 0.337357, 9.7468, -0.516633, -0.0345264, 0.0151403
-0.119339, 0.337357, 9.7468, -0.516727, -0.0346319, 0.0151204
-0.150284, 0.334976, 9.72299, -0.516727, -0.0346319, 0.0151204
-0.150284, 0.334976, 9.72299, -0.516727, -0.0346319, 0.0151204
-0.150284, 0.334976, 9.72299, -0.516515, -0.0345645, 0.0150668
-0.12886, 0.346878, 9.70395, -0.516515, -0.0345645, 0.0150668
-0.12886, 0.346878, 9.70395, -0.516498, -0.0344743, 0.0151115
-0.116959, 0.382584, 9.68729, -0.516498, -0.0344743, 0.0151115
-0.116959, 0.382584, 9.68729, -0.516359, -0.0343772, 0.0151069
-0.150284, 0.373062, 9.70871, -0.516359, -0.0343772, 0.0151069
-0.150284, 0.373062, 9.70871, -0.516359, -0.0343772, 0.0151069
-0.150284, 0.373062, 9.70871, -0.516345, -0.0344593, 0.0150532
-0.150284, 0.373062, 9.70871, -0.516345, -0.0344593, 0.0150532
-0.1241, 0.375443, 9.75156, -0.516345, -0.0344593, 0.0150532
-0.1241, 0.375443, 9.75156, -0.516345, -0.0344593, 0.0150532
-0.1241, 0.375443, 9.75156, -0.516345, -0.0344593, 0.0150532
-0.1241, 0.375443, 9.75156, -0.516578, -0.034556, 0.0150993
-0.114578, 0.254044, 9.65158, -0.516578, -0.034556, 0.0150993
-0.114578, 0.254044, 9.65158, -0.516584, -0.0346421, 0.015052
-0.114578, 0.254044, 9.65158, -0.516584, -0.0346421, 0.015052
-0.114578, 0.254044, 9.65158, -0.516584, -0.0346421, 0.015052
-0.12886, 0.430191, 9.74203, -0.516584, -0.0346421, 0.015052
-0.12886, 0.430191, 9.74203, -0.515927, -0.0342902, 0.0149684
-0.174088, 0.415909, 9.66348, -0.515927, -0.0342902, 0.0149684
-0.174088, 0.415909, 9.66348, -0.515927, -0.0342902, 0.0149684
-0.174088, 0.415909, 9.66348, -0.516201, -0.0345442, 0.0149414
-0.1241, 0.289749, 9.65396, -0.516755, -0.0347484, 0.0150654
-0.0955353, 0.284988, 9.6611, -0.516755, -0.0347484, 0.0150654
-0.0955353, 0.284988, 9.6611, -0.516356, -0.0345354, 0.0150144
-0.162186, 0.354019, 9.69681, -0.516356, -0.0345354, 0.0150144
-0.162186, 0.354019, 9.69681, -0.515762, -0.0343435, 0.0148655
-0.12886, 0.394485, 9.67538, -0.515762, -0.0343435, 0.0148655
-0.12886, 0.394485, 9.67538, -0.515979, -0.0343798, 0.0149391
-0.121719, 0.342117, 9.66586, -0.515979, -0.0343798, 0.0149391
-0.121719, 0.342117, 9.66586, -0.51614, -0.0345563, 0.0149078
-0.0979156, 0.349258, 9.69443, -0.515953, -0.034528, 0.0148426
-0.100296, 0.323074, 9.65872, -0.515953, -0.034528, 0.0148426
-0.100296, 0.323074, 9.65872, -0.515953, -0.034528, 0.0148426
-0.100296, 0.323074, 9.65872, -0.515615, -0.0344911, 0.0147165
-0.140762, 0.332596, 9.64206, -0.515615, -0.0344911, 0.0147165
-0.140762, 0.332596, 9.64206, -0.515246, -0.0343697, 0.0146254
-0.12886, 0.330215, 9.71347, -0.515246, -0.0343697, 0.0146254
-0.12886, 0.330215, 9.71347, -0.515198, -0.0342968, 0.0146462
-0.114578, 0.375443, 9.76108, -0.515198, -0.0342968, 0.0146462
-0.114578, 0.375443, 9.76108, -0.515054, -0.0342311, 0.0146213
-0.181229, 0.399246, 9.73251, -0.515054, -0.0342311, 0.0146213
-0.181229, 0.399246, 9.73251, -0.515054, -0.0342311, 0.0146213
-0.181229, 0.399246, 9.73251, -0.515054, -0.0342311, 0.0146213
-0.181229, 0.399246, 9.73251, -0.514983, -0.0343264, 0.0145358
-0.145523, 0.387344, 9.71347, -0.514983, -0.0343264, 0.0145358
-0.145523, 0.387344, 9.71347, -0.514983, -0.0343264, 0.0145358
-0.145523, 0.387344, 9.71347, -0.514983, -0.0343264, 0.0145358
-0.145523, 0.387344, 9.71347, -0.515531, -0.0344852, 0.0146831
-0.162186, 0.363541, 9.65158, -0.515531, -0.0344852, 0.0146831
-0.162186, 0.363541, 9.65158, -0.515531, -0.0344852, 0.0146831
-0.162186, 0.363541, 9.65158, -0.515531, -0.0344852, 0.0146831
-0.162186, 0.363541, 9.65158, -0.515739, -0.0345882, 0.0147146
-0.12886, 0.315933, 9.74442, -0.515739, -0.0345882, 0.0147146
-0.12886, 0.315933, 9.74442, -0.515957, -0.0346141, 0.0147947
-0.143143, 0.337357, 9.71347, -0.515957, -0.0346141, 0.0147947
-0.143143, 0.337357, 9.71347, -0.515957, -0.0346141, 0.0147947
-0.143143, 0.337357, 9.71347, -0.515711, -0.0344645, 0.0147736
-0.162186, 0.375443, 9.64444, -0.515711, -0.0344645, 0.0147736
-0.162186, 0.375443, 9.64444, -0.515711, -0.0344645, 0.0147736
-0.162186, 0.375443, 9.64444, -0.515682, -0.034407, 0.0147942
-0.145523, 0.339737, 9.71823, -0.515682, -0.034407, 0.0147942
-0.145523, 0.339737, 9.71823, -0.515987, -0.0345003, 0.0148732
-0.116959, 0.382584, 9.70157, -0.515987, -0.0345003, 0.0148732
-0.116959, 0.382584, 9.70157, -0.515987, -0.0345003, 0.0148732
-0.116959, 0.382584, 9.70157, -0.516001, -0.0344492, 0.0149088
-0.140762, 0.327835, 9.73489, -0.516001, -0.0344492, 0.0149088
-0.140762, 0.327835, 9.73489, -0.515937, -0.0345282, 0.0148356
-0.140762, 0.339737, 9.72299, -0.515937, -0.0345282, 0.0148356
-0.140762, 0.339737, 9.72299, -0.515937, -0.0345282, 0.0148356
-0.140762, 0.339737, 9.72299, -0.515736, -0.0344127, 0.0148144
-0.138382, 0.320694, 9.66348, -0.515736, -0.0344127, 0.0148144
-0.138382, 0.320694, 9.66348, -0.515736, -0.0344127, 0.0148144
-0.138382, 0.320694, 9.66348, -0.51565, -0.0343638, 0.0148049
-0.12886, 0.375443, 9.66824, -0.51565, -0.0343638, 0.0148049
-0.12886, 0.375443, 9.66824, -0.515562, -0.0342685, 0.0148213
-0.140762, 0.377823, 9.68015, -0.515562, -0.0342685, 0.0148213
-0.140762, 0.377823, 9.68015, -0.515562, -0.0342685, 0.0148213
-0.140762, 0.377823, 9.68015, -0.515634, -0.0343535, 0.014804
-0.150284, 0.375443, 9.72299, -0.515634, -0.0343535, 0.014804
-0.150284, 0.375443, 9.72299, -0.515757, -0.0344425, 0.0148066
-0.155045, 0.382584, 9.6611, -0.515757, -0.0344425, 0.0148066
-0.155045, 0.382584, 9.6611, -0.515939, -0.0345052, 0.0148498
-0.147903, 0.351639, 9.66824, -0.515939, -0.0345052, 0.0148498
-0.147903, 0.351639, 9.66824, -0.516212, -0.0345872, 0.0149214
-0.147903, 0.351639, 9.66824, -0.516212, -0.0345872, 0.0149214
-0.147903, 0.351639, 9.66824, -0.516212, -0.0345872, 0.0149214
-0.114578, 0.344498, 9.73727, -0.516212, -0.0345872, 0.0149214
-0.114578, 0.344498, 9.73727, -0.516212, -0.0345872, 0.0149214
-0.114578, 0.344498, 9.73727, -0.516212, -0.0345872, 0.0149214
-0.114578, 0.344498, 9.73727, -0.516216, -0.0345488, 0.0149455
